NU_MATRICULA,DT_NASCIMENTO,PERIODO_INGRESSO,TIPO_INGRESSO,PERIODO_LETIVO,CAMPUS,CD_INEP,CURSO,CARGA_HORARIA_CURSO,TURNO,MODALIDADE,COTAS,ESCOLA_PUBLICA,BLS_ASSIST,DS_TP_SIT_ACAD,MONIT_PROACAD,SEXO,COR,NACIONALIDADE,CIDADE_NAT,UF_NAT,DEFIC,SURDEZ,AUDITIVA,FISICA,SURDOCEGUEIRA,MULTIPLA,INTELECTUAL,AUTISMO,SINDR_ASPERGER,SINDR_RETT,TRANST_DESINT,ALT_HAB_SUPERD,MOB_ACAD,TIPO_MOB_ACAD,IES_DEST,TIPO_MOB_ACAD_INTERNAC,PAIS_DEST
200775204,23/01/1993,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,117386,GESTÃO DA INFORMAÇÃO,2790,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775204,23/01/1993,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,117386,GESTÃO DA INFORMAÇÃO,2790,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775220,10/06/1994,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775270,15/10/1991,2012.1,VESTIBULAR,2019.2,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775301,29/06/1994,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,58852,CIÊNCIAS BIOLÓGICAS- ÊNFASE C. AMBIENTAIS,2880,TARDE/NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,IPOJUCA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775330,29/12/1988,2012.2,VESTIBULAR,2019.1,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775330,29/12/1988,2012.2,VESTIBULAR,2019.2,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775378,15/05/1983,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13625,TURISMO,3000,TARDE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,F,BRANCA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775471,06/12/1993,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,PARDA,BRA,PORTO ALEGRE,RS,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775478,03/05/1992,2012.2,VESTIBULAR,2019.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775589,12/06/1989,2012.2,VESTIBULAR,2019.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,PRETA,BRA,PALMARES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775589,12/06/1989,2012.2,VESTIBULAR,2019.2,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,PRETA,BRA,PALMARES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775593,08/06/1995,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13598,EDUCAÇÃO FÍSICA,3255,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775650,28/09/1993,2012.1,VESTIBULAR,2019.1,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775665,02/09/1992,2012.1,VESTIBULAR,2019.1,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,MANHA,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,CAMOCIM DE SAO FELIX,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775665,02/09/1992,2012.1,VESTIBULAR,2019.2,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,MANHA,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,CAMOCIM DE SAO FELIX,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775669,13/06/1993,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13595,CIÊNCIA DA COMPUTAÇÃO - CIN,3495,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,PAULO AFONSO,BA,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775731,13/01/1991,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,117382,ENGENHARIA DE ALIMENTOS,3855,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RIBEIRAO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775738,07/05/1992,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775792,04/04/1994,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775792,04/04/1994,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13584,ENGENHARIA CIVIL,3900,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775828,28/01/1970,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,20889,CIÊNCIAS BIOLÓGICAS - LICENCIATURA,2655,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775843,24/05/1994,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,NAZARE DA MATA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775886,16/07/1994,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,1192307,EDUCAÇÃO FÍSICA - BACHARELADO,3255,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775921,08/11/1993,2012.1,VESTIBULAR,2019.2,AGRESTE,101082,ADMINISTRAÇÃO -CAA,3000,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775967,28/12/1968,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,117390,ARQUEOLOGIA,2940,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200775985,04/06/1989,2012.1,VESTIBULAR,2019.2,AGRESTE,118092,ENGENHARIA DE PRODUÇÃO - CAA,3765,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776004,10/04/1995,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13610,ARQUITETURA E URBANISMO,3915,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776027,12/08/1993,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13600,FARMACIA,3465,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,BRANCA,BRA,JOAO PESSOA,PB,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,INTERNACIONAL,PROGRAMA CIÊNCIA SEM FRONTEIRAS,,ESTADOS UNIDOS DA AMERICA
200776027,12/08/1993,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13600,FARMACIA,3465,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,BRANCA,BRA,JOAO PESSOA,PB,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,INTERNACIONAL,PROGRAMA CIÊNCIA SEM FRONTEIRAS,,ESTADOS UNIDOS DA AMERICA
200776036,21/01/1993,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÇÃO,4065,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,SIM,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776088,26/09/1979,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,1136142,SISTEMAS DE INFORMAÇÃO,3000,TARDE/NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776131,11/11/1988,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,117386,GESTÃO DA INFORMAÇÃO,2790,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776134,15/05/1993,2012.2,VESTIBULAR,2019.1,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776134,15/05/1993,2012.2,VESTIBULAR,2019.2,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776174,08/10/1982,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13600,FARMACIA,3465,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776187,16/04/1992,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,44992,CIÊNCIAS BIOLÓGICAS - BACHARELADO,2835,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776258,11/05/1976,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776258,11/05/1976,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776358,05/09/1989,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13575,CIÊNCIAS SOCIAIS - BACHARELADO,2370,TARDE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,ITAPISSUMA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776358,05/09/1989,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13575,CIÊNCIAS SOCIAIS - BACHARELADO,2370,TARDE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,ITAPISSUMA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776435,16/02/1994,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13599,ENFERMAGEM,4095,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,PRETA,BRA,PAULISTA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776446,25/11/1994,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13579,HISTÓRIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776453,11/09/1986,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,117378,CIÊNCIA POLÍTICA,2520,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,SIM,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776471,28/03/1994,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,MANHA,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776568,24/08/1989,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13579,HISTÓRIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776568,24/08/1989,2012.2,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13579,HISTÓRIA - LICENCIATURA,2830,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,BRANCA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776594,17/04/1995,2012.1,VESTIBULAR,2019.1,AGRESTE,101092,PEDAGOGIA - CAA,3220,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,SIM,F,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776630,09/08/1993,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13583,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,3870,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776683,08/08/1946,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,313603,LETRAS - BACHARELADO,2700,TARDE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,OLINDA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776691,03/04/1990,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13590,GEOLOGIA,3480,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,BRANCA,BRA,GOIANA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776779,09/09/1988,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13583,ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA,3870,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,PARDA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,SIM,INTERNACIONAL,CAPES/BRAFITEC,,FRANÇA
200776794,24/06/1988,2012.1,VESTIBULAR,2019.1,AGRESTE,101086,CIÊNCIAS ECONÔMICAS - CAA,3000,NOITE,PRESENCIAL,AC,SIM,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776805,15/04/1988,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,13582,SECRETARIADO EXECUTIVO,2190,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,PRETA,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776809,01/06/1989,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,13574,CIÊNCIAS ECONÔMICAS,3000,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776853,11/12/1983,2012.1,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,52249,GEOGRAFIA - BACHARELADO,2370,NOITE,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,F,PRETA,BRA,IGARASSU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776864,26/09/1992,2012.2,VESTIBULAR,2019.1,AGRESTE,118098,QUÍMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,SANTA CRUZ DO CAPIBARIBE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200776900,04/03/1984,2012.1,VESTIBULAR,2019.2,AGRESTE,101127,DESIGN - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,NÃO,M,NÃO DECLARADO,BRA,GRAVATA,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778126,01/08/1991,2012.2,VESTIBULAR,2019.1,REITOR JOAQUIM AMAZONAS,58854,ENGENHARIA DA COMPUTAÇÃO,4065,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,DESVINCULADO,SIM,F,NÃO DECLARADO,BRA,RECIFE,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778170,21/04/1987,2012.2,VESTIBULAR,2019.2,AGRESTE,101129,ENGENHARIA CIVIL - CAA,4100,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,SURUBIM,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778172,13/06/1994,2012.2,VESTIBULAR,2019.1,AGRESTE,118092,ENGENHARIA DE PRODUÇÃO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778172,13/06/1994,2012.2,VESTIBULAR,2019.2,AGRESTE,118092,ENGENHARIA DE PRODUÇÃO - CAA,3765,INTEGRAL,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,F,NÃO DECLARADO,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778177,23/09/1993,2012.1,VESTIBULAR,2019.2,REITOR JOAQUIM AMAZONAS,53760,MUSICA - INSTRUMENTO,1680,MANHA,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,JABOATAO DOS GUARARAPES,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778187,06/08/1993,2012.2,VESTIBULAR,2019.2,AGRESTE,118098,QUÍMICA - LICENCIATURA - CAA,3210,NOITE,PRESENCIAL,AC,NÃO,NÃO,TRANCAMENTO,NÃO,M,NÃO DECLARADO,BRA,ALTINHO,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
200778273,17/08/1992,2012.2,VESTIBULAR,2019.2,AGRESTE,101127,DESIGN - CAA,3210,INTEGRAL,PRESENCIAL,AC,SIM,NÃO,DESVINCULADO,NÃO,M,PARDA,BRA,CARUARU,PE,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,NÃO,,,,
